date,marketCap,traceName
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-06,760927222495.57,Chemicals and Pertochemicals
2014-01-08,752450609603.73,Chemicals and Pertochemicals
2014-01-08,752450609603.73,Chemicals and Pertochemicals
2014-01-09,749286379522.33,Chemicals and Pertochemicals
2014-01-10,751918854351.0701,Chemicals and Pertochemicals
2014-01-13,759954076590.34,Chemicals and Pertochemicals
2014-01-13,759954076590.34,Chemicals and Pertochemicals
2014-01-13,759954076590.34,Chemicals and Pertochemicals
2014-01-14,756065899189.59,Chemicals and Pertochemicals
2014-01-15,789604805435.13,Chemicals and Pertochemicals
2014-01-16,804568387843.37,Chemicals and Pertochemicals
2014-01-17,814553068875.34,Chemicals and Pertochemicals
2014-01-20,817819595509.41,Chemicals and Pertochemicals
2014-01-20,817819595509.41,Chemicals and Pertochemicals
2014-01-20,817819595509.41,Chemicals and Pertochemicals
2014-01-21,823224960816.7001,Chemicals and Pertochemicals
2014-01-22,816948534421.84,Chemicals and Pertochemicals
2014-01-23,822862285005.96,Chemicals and Pertochemicals
2014-01-24,820768916601.6299,Chemicals and Pertochemicals
2014-01-27,806271083592.63,Chemicals and Pertochemicals
2014-01-27,806271083592.63,Chemicals and Pertochemicals
2014-01-27,806271083592.63,Chemicals and Pertochemicals
2014-01-28,799363419810.84,Chemicals and Pertochemicals
2014-01-29,795876078059.15,Chemicals and Pertochemicals
2014-01-30,785880442448.01,Chemicals and Pertochemicals
2014-01-31,780741287935.9701,Chemicals and Pertochemicals
2014-02-03,784698838947.7001,Chemicals and Pertochemicals
2014-02-03,784698838947.7001,Chemicals and Pertochemicals
2014-02-03,784698838947.7001,Chemicals and Pertochemicals
2014-02-04,778801855600.4701,Chemicals and Pertochemicals
2014-02-05,792253756316.56,Chemicals and Pertochemicals
2014-02-06,796699502721.92,Chemicals and Pertochemicals
2014-02-07,805074167078.6,Chemicals and Pertochemicals
2014-02-10,809129265437.13,Chemicals and Pertochemicals
2014-02-10,809129265437.13,Chemicals and Pertochemicals
2014-02-10,809129265437.13,Chemicals and Pertochemicals
2014-02-11,805645728247.1001,Chemicals and Pertochemicals
2014-02-12,808609258740.1599,Chemicals and Pertochemicals
2014-02-13,803672938052.84,Chemicals and Pertochemicals
2014-02-14,801691158935.78,Chemicals and Pertochemicals
2014-02-17,801219056884.09,Chemicals and Pertochemicals
2014-02-17,801219056884.09,Chemicals and Pertochemicals
